priority,tier,session,signal,q,body,source,topics,title,url,path
213,1,v2-overnight,6,1.00,4428,webdesignerdepot.com,Web & UI|Color & Palette,Louise North | Web Designer Depot,https://webdesignerdepot.com/author/louise-north/,
214,1,v2-overnight,6,1.00,4418,www.pentagram.com,Photography|Process & Studio,Giorgia Lupi: Data Humanism at Gallerie d&#039;Italia,https://www.pentagram.com/work/giorgia-lupi-data-humanism-at-gallerie-d-italia,
215,1,v2-overnight,6,0.99,4389,www.pentagram.com,Color & Palette|Branding & Identity,Climate Tech Map,https://www.pentagram.com/work/climate-tech-map,
216,1,v2-overnight,6,1.00,4369,www.pentagram.com,Editorial & Print|Branding & Identity,Publications,https://www.pentagram.com/news/category/publications,
217,1,v2-overnight,6,0.91,4230,webdesignerdepot.com,Web & UI|Editorial & Print,Web Designer Depot,https://webdesignerdepot.com/?post_type=post,
218,1,v2-overnight,6,0.86,3852,webdesignerdepot.com,Web & UI|AI & Design,Inspiration | Web Designer Depot,https://webdesignerdepot.com/category/inspiration/page/101/,
219,1,v2-overnight,6,0.81,2849,www.pentagram.com,Branding & Identity|Minimalism,Pentagram,https://www.pentagram.com/finance,
220,1,v2-overnight,6,0.80,2450,www.pentagram.com,Branding & Identity|Typography & Type,Sascha Lobe Launches London-Based Design Practice,https://www.pentagram.com/news/sascha-lobe-launches-london-based-design-practice,
221,1,v2-overnight,5,0.74,8000,eyeondesign.aiga.org,Typography & Type|AI & Design,https://eyeondesign.aiga.org/wp-json/,https://eyeondesign.aiga.org/wp-json/,
222,1,v2-overnight,5,0.97,8000,www.smashingmagazine.com,Web & UI|Typography & Type,"Efficiently Simplifying Navigation, Part 1: Information Architecture — Smashing Magazine",https://www.smashingmagazine.com/2013/12/efficiently-simplifying-navigation-information-architecture/,
223,1,v2-overnight,5,1.00,8000,www.smashingmagazine.com,Web & UI|AI & Design,Wireframing: The Perfectionist’s Guide — Smashing Magazine,https://www.smashingmagazine.com/2016/11/wireframe-perfectionist-guide/,
224,1,v2-overnight,5,1.00,7999,www.smashingmagazine.com,Web & UI|Color & Palette,An Overview Of The Most Common UX Design Deliverables — Smashing Magazine,https://www.smashingmagazine.com/2017/09/comprehensive-overview-ux-design-deliverables/,
225,1,v1-PROMPT-EXPLORE,5,0.77,5645,emigre.com,Typography & Type|Color & Palette,Emigre: Magazine #51,https://www.emigre.com/Magazine/51,
226,1,v2-overnight,5,0.74,5517,eyeondesign.aiga.org,Web & UI|Typography & Type,Where Designers Work &#8211; Eye on Design,https://eyeondesign.aiga.org/category/design-series/where-designers-work/,
227,1,v2-overnight,5,1.00,4586,webdesignerdepot.com,Web & UI|Typography & Type,"Dear Rounded Corners, You Win",https://webdesignerdepot.com/dear-rounded-corners-you-win/,
228,1,v2-overnight,5,0.99,4526,webdesignerdepot.com,Web & UI|Color & Palette,Freelancing &amp; Clients | Web Designer Depot,https://webdesignerdepot.com/category/freelancing-clients/,
229,1,v2-overnight,5,1.00,4492,webdesignerdepot.com,Web & UI|Editorial & Print,Web Development | Web Designer Depot,https://webdesignerdepot.com/category/web-development/,
230,1,v2-overnight,5,0.99,4454,webdesignerdepot.com,Web & UI|Editorial & Print,AI &amp; Tech | Web Designer Depot,https://webdesignerdepot.com/category/ai-tech/,
231,1,v2-overnight,5,0.94,4399,webdesignerdepot.com,Web & UI|Editorial & Print,WDD Staff | Web Designer Depot,https://webdesignerdepot.com/author/webdesignerdepot-staff/,
232,1,v2-overnight,5,1.00,4239,webdesignerdepot.com,Web & UI|Color & Palette,Page 2 &#8211; Web Designer Depot,https://webdesignerdepot.com/page/2/?post_type=post,
233,1,v2-overnight,5,0.83,4224,eyeondesign.aiga.org,Typography & Type|AI & Design,Satire &#8211; Eye on Design,https://eyeondesign.aiga.org/category/design/satire/,
234,1,v2-overnight,5,0.99,4222,webdesignerdepot.com,AI & Design|Web & UI,"Dear Loading Spinner, We Need to Talk",https://webdesignerdepot.com/dear-loading-spinner-we-need-to-talk/,
235,1,v2-overnight,5,0.81,4158,webdesignerdepot.com,Web & UI|Editorial & Print,Carrie Cousins | Web Designer Depot,https://webdesignerdepot.com/author/carrie-cousins/,
236,1,v2-overnight,5,1.00,4145,webdesignerdepot.com,Web & UI|Layout & Grid,Dear Hamburger Menu: It’s Not the &#039;90s Anymore,https://webdesignerdepot.com/dear-hamburger-menu-its-not-the-90s-anymore/,
237,1,v2-overnight,5,0.98,4144,webdesignerdepot.com,Web & UI|AI & Design,Page 3 &#8211; Web Designer Depot,https://webdesignerdepot.com/page/3/?post_type=post,
238,1,v2-overnight,5,0.78,4141,webdesignerdepot.com,Editorial & Print|Web & UI,Web Designer Depot,https://webdesignerdepot.com/feed/,
239,1,v2-overnight,5,0.88,4091,webdesignerdepot.com,Web & UI|AI & Design,Inspiration | Web Designer Depot,https://webdesignerdepot.com/category/visual-ui-design/inspiration/page/2/,
240,1,v2-overnight,5,0.88,4091,webdesignerdepot.com,Web & UI|AI & Design,Inspiration | Web Designer Depot,https://webdesignerdepot.com/category/inspiration/page/2/,
241,1,v2-overnight,5,0.90,3913,typographica.org,Typography & Type|Editorial & Print,LL Blankenhorn &#8211; Typographica,https://typographica.org/typeface-reviews/ll-blankenhorn/,
242,1,v2-overnight,5,0.79,3630,www.itsnicethat.com,Editorial & Print|Photography,Ellis Tree,https://www.itsnicethat.com/authors/ellis-tree,
243,1,v2-overnight,5,0.86,3385,typographica.org,Typography & Type|AI & Design,Tomasa &#8211; Typographica,https://typographica.org/typeface-reviews/tomasa/,
244,1,v2-overnight,5,0.80,3379,typographica.org,Typography & Type|AI & Design,Sandoll Chilseong Shipyard &#8211; Typographica,https://typographica.org/typeface-reviews/sandoll-chilseong-shipyard/,
245,1,v2-overnight,5,0.78,3347,eyeondesign.aiga.org,Editorial & Print|Color & Palette,About &#8211; Eye on Design,https://eyeondesign.aiga.org/about/,
246,1,v2-overnight,5,0.76,3308,www.itsnicethat.com,Editorial & Print|Web & UI,Jenny Brewer,https://www.itsnicethat.com/authors/jenny-brewer,
247,1,v2-overnight,5,0.77,3156,www.creativebloq.com,Color & Palette|Branding & Identity,The ultimate logo quiz: think you know your 2020s logos? | Creative Bloq,https://www.creativebloq.com/design/logos-icons/the-ultimate-logo-quiz-think-you-know-your-2020s-logos,
248,1,v2-overnight,5,0.83,2887,typographica.org,Typography & Type|AI & Design,Graphit &#8211; Typographica,https://typographica.org/typeface-reviews/graphit/,
249,1,v2-overnight,5,0.79,2712,www.itsnicethat.com,Branding & Identity|Typography & Type,Work | It&#x27;s Nice That,https://www.itsnicethat.com/articles,
250,1,v2-overnight,5,0.72,1928,www.pentagram.com,Editorial & Print|Typography & Type,Poetry Magazine,https://www.pentagram.com/work/poetry-magazine,
251,2,v1-PROMPT-EXPLORE,6,0.92,111149,en.wikipedia.org,Color & Palette|Branding & Identity,Brand - Wikipedia,https://en.wikipedia.org/wiki/Brand,
252,2,v1-PROMPT-EXPLORE,6,0.92,111149,en.wikipedia.org,Color & Palette|Branding & Identity,Brand - Wikipedia,https://en.wikipedia.org/w/index.php?title=Brand&amp%3Baction=edit&amp%3Bsection=49,
253,2,v1-PROMPT-EXPLORE,6,0.91,87103,en.wikipedia.org,Color & Palette,Sustainable design - Wikipedia,https://en.wikipedia.org/wiki/Sustainable_design,
254,2,v1-PROMPT-EXPLORE,6,0.91,87103,en.wikipedia.org,Color & Palette,Sustainable design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Sustainable_design&amp%3Baction=edit&amp%3Bsection=11,
255,2,v1-PROMPT-EXPLORE,6,0.91,87103,en.wikipedia.org,Color & Palette,Sustainable design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Sustainable_design&amp%3Baction=edit&amp%3Bsection=4,
256,2,v1-PROMPT-EXPLORE,6,0.91,87103,en.wikipedia.org,Color & Palette,Sustainable design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Sustainable_design&amp%3Boldid=1354952447,
257,2,v1-PROMPT-EXPLORE,6,0.91,87103,en.wikipedia.org,Color & Palette,Sustainable design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Sustainable_design&amp%3Baction=edit&amp%3Bsection=33,
258,2,v1-PROMPT-EXPLORE,6,0.91,87103,en.wikipedia.org,Color & Palette,Sustainable design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Sustainable_design&amp%3Baction=edit&amp%3Bsection=36,
259,2,v1-PROMPT-EXPLORE,6,0.91,87103,en.wikipedia.org,Color & Palette,Sustainable design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Sustainable_design&amp%3Baction=edit,
260,2,v1-PROMPT-EXPLORE,6,0.90,79841,en.wikipedia.org,Color & Palette,Times New Roman - Wikipedia,https://en.wikipedia.org/wiki/Times_New_Roman,
261,2,v1-PROMPT-EXPLORE,6,0.89,58872,en.wikipedia.org,Color & Palette|Editorial & Print,Shades of green - Wikipedia,https://en.wikipedia.org/wiki/Shades_of_green,
262,2,v1-PROMPT-EXPLORE,6,0.91,55262,en.wikipedia.org,Typography & Type|Color & Palette,Philip Johnson - Wikipedia,https://en.wikipedia.org/wiki/Philip_Johnson,
263,2,v1-PROMPT-EXPLORE,6,0.92,48241,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Alvar Aalto - Wikipedia,https://en.wikipedia.org/wiki/Alvar_Aalto,
264,2,v1-PROMPT-EXPLORE,6,0.92,48241,en.wikipedia.org,Color & Palette|Editorial & Print,Alvar Aalto - Wikipedia,https://en.wikipedia.org/w/index.php?title=Alvar_Aalto&amp%3Bprintable=yes,
265,2,v1-PROMPT-EXPLORE,6,0.92,43523,web.archive.org,Color & Palette|Web & UI,THE MOTHER OF ALL HTML COLOR CHARTS index and reference,https://web.archive.org/web/20160327035736/http://www.tx4.us/moacolor.htm,
266,2,v1-PROMPT-EXPLORE,6,0.91,41095,en.wikipedia.org,Color & Palette,Paula Scher - Wikipedia,https://en.wikipedia.org/wiki/Paula_Scher,
267,2,v1-PROMPT-EXPLORE,6,0.91,41095,en.wikipedia.org,Color & Palette,Paula Scher - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paula_Scher&amp%3Baction=edit&amp%3Bsection=35,
268,2,v1-PROMPT-EXPLORE,6,0.91,41095,en.wikipedia.org,Color & Palette,Paula Scher - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paula_Scher&amp%3Baction=edit&amp%3Bsection=29,
269,2,v1-PROMPT-EXPLORE,6,0.91,41095,en.wikipedia.org,Color & Palette,Paula Scher - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paula_Scher&amp%3Baction=edit&amp%3Bsection=25,
270,2,v1-PROMPT-EXPLORE,6,0.91,41095,en.wikipedia.org,Color & Palette,Paula Scher - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paula_Scher&amp%3Baction=edit&amp%3Bsection=13,
271,2,v1-PROMPT-EXPLORE,6,0.91,40856,en.wikipedia.org,Color & Palette,Pixel art - Wikipedia,https://en.wikipedia.org/wiki/Pixel_art,
272,2,v1-PROMPT-EXPLORE,6,0.89,40627,en.wikipedia.org,Color & Palette|Web & UI,User interface - Wikipedia,https://en.wikipedia.org/wiki/Human%E2%80%93machine_interface,
273,2,v1-PROMPT-EXPLORE,6,0.90,37697,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Interior architecture - Wikipedia,https://en.wikipedia.org/wiki/Interior_architecture,
274,2,v1-PROMPT-EXPLORE,6,0.90,37697,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Interior architecture - Wikipedia,https://en.wikipedia.org/w/index.php?title=Interior_architecture&amp%3Baction=edit&amp%3Bsection=13,
275,2,v1-PROMPT-EXPLORE,6,0.91,35282,en.wikipedia.org,Color & Palette,Christopher Alexander - Wikipedia,https://en.wikipedia.org/wiki/Christopher_Alexander,
276,2,v1-PROMPT-EXPLORE,6,0.88,35108,en.wikipedia.org,Color & Palette,Shades of orange - Wikipedia,https://en.wikipedia.org/wiki/Shades_of_orange,
277,2,v1-PROMPT-EXPLORE,6,0.88,35108,en.wikipedia.org,Color & Palette,Shades of orange - Wikipedia,https://en.wikipedia.org/w/index.php?title=Shades_of_orange&amp%3Baction=edit&amp%3Bsection=3,
278,2,v1-PROMPT-EXPLORE,6,0.90,31964,en.wikipedia.org,Color & Palette|Web & UI,Shades of gray - Wikipedia,https://en.wikipedia.org/wiki/Shades_of_gray,
279,2,v1-PROMPT-EXPLORE,6,0.91,28349,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Environmental design - Wikipedia,https://en.wikipedia.org/wiki/Environmental_design,
280,2,v1-PROMPT-EXPLORE,6,0.91,28349,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Environmental design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Environmental_design&amp%3Baction=info,
281,2,v1-PROMPT-EXPLORE,6,0.90,27820,web.archive.org,Layout & Grid|Web & UI,CV-07 - Visual Hierarchy and Layout,https://web.archive.org/web/20240526160150/https://gistbok.ucgis.org/bok-topics/visual-hierarchy-and-layout,
282,2,v1-PROMPT-EXPLORE,6,0.90,27820,web.archive.org,Layout & Grid|Web & UI,CV-07 - Visual Hierarchy and Layout,https://web.archive.org/web/20240526160150/https://gistbok.ucgis.org/node/100001385,
283,2,v1-PROMPT-EXPLORE,6,0.91,26847,en.wikipedia.org,Color & Palette|Branding & Identity,Pentagram (design firm) - Wikipedia,https://en.wikipedia.org/wiki/Pentagram_(design_firm),
284,2,v1-PROMPT-EXPLORE,6,0.90,26566,en.wikipedia.org,Color & Palette,Game art design - Wikipedia,https://en.wikipedia.org/wiki/Game_art_design,
285,2,v1-PROMPT-EXPLORE,6,0.89,25951,web.archive.org,Web & UI,Doshi Levien / My World: The New Subjectivity in Design : - Design/Designer Information,https://web.archive.org/web/20100105171801/http://designmuseum.org/design/doshi-levien,
286,2,v1-PROMPT-EXPLORE,6,0.90,25469,web.archive.org,Architecture & Brutalism|Web & UI,Frank Lloyd Wright / - Design/Designer Information,https://web.archive.org/web/20091221080006/http://designmuseum.org/design/frank-lloyd-wright,
287,2,v1-PROMPT-EXPLORE,6,0.91,25367,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Generative design - Wikipedia,https://en.wikipedia.org/wiki/Generative_Design,
288,2,v1-PROMPT-EXPLORE,6,0.90,25330,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Generative design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Generative_design&amp%3Baction=edit,
289,2,v1-PROMPT-EXPLORE,6,0.90,25330,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Generative design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Generative_design&amp%3Baction=edit&amp%3Bsection=6,
290,2,v1-PROMPT-EXPLORE,6,0.90,25330,en.wikipedia.org,Color & Palette|Architecture & Brutalism,Generative design - Wikipedia,https://en.wikipedia.org/wiki/Generative_design,
291,2,v1-PROMPT-EXPLORE,6,0.89,24673,web.archive.org,Web & UI|Process & Studio,David Mellor / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Inf,https://web.archive.org/web/20091218113508/http://designmuseum.org/design/david-mellor,
292,2,v1-PROMPT-EXPLORE,6,0.89,24673,web.archive.org,Web & UI|Process & Studio,David Mellor / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Inf,https://web.archive.org/web/20091219165429/http://designmuseum.org/design/david-mellor,
293,2,v1-PROMPT-EXPLORE,6,0.92,24264,en.wikipedia.org,Color & Palette,Arne Jacobsen - Wikipedia,https://en.wikipedia.org/wiki/Arne_Jacobsen,
294,2,v1-PROMPT-EXPLORE,6,0.92,24264,en.wikipedia.org,Color & Palette,Arne Jacobsen - Wikipedia,https://en.wikipedia.org/w/index.php?title=Arne_Jacobsen&amp%3Baction=edit&amp%3Bsection=15,
295,2,v1-PROMPT-EXPLORE,6,0.90,23963,en.wikipedia.org,Color & Palette,Color scheme - Wikipedia,https://en.wikipedia.org/wiki/Color_schemes,
296,2,v1-PROMPT-EXPLORE,6,0.90,23930,en.wikipedia.org,Color & Palette,Color scheme - Wikipedia,https://en.wikipedia.org/w/index.php?title=Color_scheme&amp%3Baction=edit&amp%3Bsection=13,
297,2,v1-PROMPT-EXPLORE,6,0.90,23449,web.archive.org,Web & UI,Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designe,https://web.archive.org/web/20091221072749/http://www.designmuseum.org/design/berthold-lubetkin,
298,2,v1-PROMPT-EXPLORE,6,0.90,23449,web.archive.org,Web & UI,Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designe,https://web.archive.org/web/20100104144905/http://designmuseum.org/design/berthold-lubetkin,
299,2,v1-PROMPT-EXPLORE,6,0.90,23449,web.archive.org,Web & UI,Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designe,https://web.archive.org/web/20100117181738/http://designmuseum.org/design/berthold-lubetkin,
300,2,v1-PROMPT-EXPLORE,6,0.90,23449,web.archive.org,Web & UI,Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designe,https://web.archive.org/web/20100105171801/http://designmuseum.org/design/berthold-lubetkin,
301,2,v1-PROMPT-EXPLORE,6,0.90,23449,web.archive.org,Web & UI,Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designe,https://web.archive.org/web/20091214084604/http://www.designmuseum.org/design/berthold-lubetkin,
302,2,v1-PROMPT-EXPLORE,6,0.90,23449,web.archive.org,Web & UI,Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designe,https://web.archive.org/web/20100105174243/http://designmuseum.org/design/berthold-lubetkin,
303,2,v1-PROMPT-EXPLORE,6,0.92,23443,en.wikipedia.org,Color & Palette|Editorial & Print,Chip Kidd - Wikipedia,https://en.wikipedia.org/wiki/Chip_Kidd,
304,2,v1-PROMPT-EXPLORE,6,0.92,23443,en.wikipedia.org,Color & Palette|Editorial & Print,Chip Kidd - Wikipedia,https://en.wikipedia.org/w/index.php?title=Chip_Kidd&amp%3Baction=edit&amp%3Bsection=11,
305,2,v1-PROMPT-EXPLORE,6,0.91,23070,en.wikipedia.org,Color & Palette,Postage stamp design - Wikipedia,https://en.wikipedia.org/wiki/Postage_stamp_design,
306,2,v1-PROMPT-EXPLORE,6,0.91,23070,en.wikipedia.org,Color & Palette,Postage stamp design - Wikipedia,https://en.wikipedia.org/w/index.php?title=Postage_stamp_design&amp%3Baction=edit&amp%3Bsection=4,
307,2,v1-PROMPT-EXPLORE,6,0.89,22878,web.archive.org,Architecture & Brutalism|Web & UI,Charles Rennie Mackintosh / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20091219173043/http://designmuseum.org/design/charles-rennie-mackintosh,
308,2,v1-PROMPT-EXPLORE,6,0.89,22878,web.archive.org,Architecture & Brutalism|Web & UI,Charles Rennie Mackintosh / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20091221065153/http://designmuseum.org/design/charles-rennie-mackintosh,
309,2,v1-PROMPT-EXPLORE,6,0.89,22878,web.archive.org,Architecture & Brutalism|Web & UI,Charles Rennie Mackintosh / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20100105173740/http://designmuseum.org/design/charles-rennie-mackintosh,
310,2,v1-PROMPT-EXPLORE,6,0.90,22681,en.wikipedia.org,Color & Palette,Georg Nees - Wikipedia,https://en.wikipedia.org/w/index.php?title=Georg_Nees&amp%3Baction=edit&amp%3Bsection=12,
311,2,v1-PROMPT-EXPLORE,6,0.90,22681,en.wikipedia.org,Color & Palette,Georg Nees - Wikipedia,https://en.wikipedia.org/w/index.php?title=Georg_Nees&amp%3Baction=edit&amp%3Bsection=14,
312,2,v1-PROMPT-EXPLORE,6,0.92,22409,en.wikipedia.org,Color & Palette,Cliff Bleszinski - Wikipedia,https://en.wikipedia.org/w/index.php?title=Cliff_Bleszinski&amp%3Baction=edit&amp%3Bsection=10,
313,2,v1-PROMPT-EXPLORE,6,0.90,21051,web.archive.org,Web & UI,Ernö Goldfinger / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20091216015427/http://www.designmuseum.org/design/erno-goldfinger,
314,2,v1-PROMPT-EXPLORE,6,0.90,21051,web.archive.org,Web & UI,Ernö Goldfinger / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20091219113111/http://www.designmuseum.org/design/erno-goldfinger,
315,2,v1-PROMPT-EXPLORE,6,0.90,21051,web.archive.org,Web & UI,Ernö Goldfinger / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20091221183137/http://designmuseum.org/design/erno-goldfinger,
316,2,v1-PROMPT-EXPLORE,6,0.90,21051,web.archive.org,Web & UI,Ernö Goldfinger / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20091221104759/http://designmuseum.org/design/erno-goldfinger,
317,2,v1-PROMPT-EXPLORE,6,0.92,19951,en.wikipedia.org,Color & Palette|Editorial & Print,Maira Kalman - Wikipedia,https://en.wikipedia.org/wiki/Maira_Kalman,
318,2,v1-PROMPT-EXPLORE,6,0.92,19951,en.wikipedia.org,Color & Palette|Editorial & Print,Maira Kalman - Wikipedia,https://en.wikipedia.org/w/index.php?title=Maira_Kalman&amp%3Baction=edit&amp%3Bsection=3,
319,2,v1-PROMPT-EXPLORE,6,0.90,19756,en.wikipedia.org,Color & Palette|Web & UI,Sonic interaction design - Wikipedia,https://en.wikipedia.org/wiki/Sonic_interaction_design,
320,2,v1-PROMPT-EXPLORE,6,0.90,19619,web.archive.org,Web & UI,Frank Pick / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20091219151014/http://www.designmuseum.org/design/frank-pick,
321,2,v1-PROMPT-EXPLORE,6,0.91,19588,web.archive.org,Color & Palette|Web & UI,Design and The Elastic Mind - Charlie Rose,https://web.archive.org/web/20081023171710/http://www.charlierose.com/shows/2008/05/07/1/design-and-the-elastic-mind,
322,2,v1-PROMPT-EXPLORE,6,0.88,19278,web.archive.org,Web & UI|Color & Vision Science,Maureen Mooren + Daniel van der Velden / The European Design Show : - Design/Designer Info,https://web.archive.org/web/20100105171801/http://designmuseum.org/design/maureen-mooren-daniel-van-der-velden,
323,2,v1-PROMPT-EXPLORE,6,0.88,19278,web.archive.org,Web & UI|Color & Vision Science,Maureen Mooren + Daniel van der Velden / The European Design Show : - Design/Designer Info,https://web.archive.org/web/20100105183048/http://designmuseum.org/design/maureen-mooren-daniel-van-der-velden,
324,2,v1-PROMPT-EXPLORE,6,0.88,19278,web.archive.org,Web & UI|Color & Vision Science,Maureen Mooren + Daniel van der Velden / The European Design Show : - Design/Designer Info,https://web.archive.org/web/20100104154019/http://designmuseum.org/design/maureen-mooren-daniel-van-der-velden,
325,2,v1-PROMPT-EXPLORE,6,0.88,19278,web.archive.org,Web & UI|Color & Vision Science,Maureen Mooren + Daniel van der Velden / The European Design Show : - Design/Designer Info,https://web.archive.org/web/20091221075742/http://designmuseum.org/design/maureen-mooren-daniel-van-der-velden,
326,2,v1-PROMPT-EXPLORE,6,0.89,19098,web.archive.org,Web & UI,R. Buckminster Fuller / - Design/Designer Information,https://web.archive.org/web/20091221073948/http://designmuseum.org/design/r-buckminster-fuller,
327,2,v1-PROMPT-EXPLORE,6,0.89,19098,web.archive.org,Web & UI,R. Buckminster Fuller / - Design/Designer Information,https://web.archive.org/web/20091221072407/http://www.designmuseum.org/design/r-buckminster-fuller,
328,2,v1-PROMPT-EXPLORE,6,0.89,19098,web.archive.org,Web & UI,R. Buckminster Fuller / - Design/Designer Information,https://web.archive.org/web/20091221074334/http://designmuseum.org/design/r-buckminster-fuller,
329,2,v1-PROMPT-EXPLORE,6,0.90,18994,en.wikipedia.org,Color & Palette,Paola Antonelli - Wikipedia,https://en.wikipedia.org/wiki/Paola_Antonelli,
330,2,v1-PROMPT-EXPLORE,6,0.90,18994,en.wikipedia.org,Color & Palette,Paola Antonelli - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paola_Antonelli&amp%3Baction=edit&amp%3Bsection=4,
331,2,v1-PROMPT-EXPLORE,6,0.90,18994,en.wikipedia.org,Color & Palette,Paola Antonelli - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paola_Antonelli&amp%3Boldid=1353604860,
332,2,v1-PROMPT-EXPLORE,6,0.90,18994,en.wikipedia.org,Color & Palette,Paola Antonelli - Wikipedia,https://en.wikipedia.org/w/index.php?title=Paola_Antonelli&amp%3Baction=edit&amp%3Bsection=10,
333,2,v1-PROMPT-EXPLORE,6,0.89,18973,web.archive.org,Web & UI,Hilary Cottam / Designer of the Year 2005 : - Design/Designer Information,https://web.archive.org/web/20091221083250/http://www.designmuseum.org/design/hilary-cottam,
334,2,v1-PROMPT-EXPLORE,6,0.89,18973,web.archive.org,Web & UI,Hilary Cottam / Designer of the Year 2005 : - Design/Designer Information,https://web.archive.org/web/20100105193503/http://designmuseum.org/design/hilary-cottam,
335,2,v1-PROMPT-EXPLORE,6,0.89,18973,web.archive.org,Web & UI,Hilary Cottam / Designer of the Year 2005 : - Design/Designer Information,https://web.archive.org/web/20091221074903/http://www.designmuseum.org/design/hilary-cottam,
336,2,v1-PROMPT-EXPLORE,6,0.89,18883,web.archive.org,Web & UI,Alan Fletcher / Alan Fletcher: fifty years of graphic work (and play) : - Design/Designer ,https://web.archive.org/web/20100105162547/http://designmuseum.org/design/alan-fletcher,
337,2,v1-PROMPT-EXPLORE,6,0.89,18883,web.archive.org,Web & UI,Alan Fletcher / Alan Fletcher: fifty years of graphic work (and play) : - Design/Designer ,https://web.archive.org/web/20100104052100/http://www.designmuseum.org/design/alan-fletcher,
338,2,v1-PROMPT-EXPLORE,6,0.90,18779,web.archive.org,Web & UI,Eileen Gray / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20100105180250/http://designmuseum.org/design/eileen-gray,
339,2,v1-PROMPT-EXPLORE,6,0.91,18634,en.wikipedia.org,Typography & Type|Color & Palette,Open-source Unicode typefaces - Wikipedia,https://en.wikipedia.org/wiki/Open-source_Unicode_typefaces,
340,2,v1-PROMPT-EXPLORE,6,0.90,18362,web.archive.org,Architecture & Brutalism|Web & UI,Zaha Hadid / Zaha Hadid Architecture and Design : - Design/Designer Information,https://web.archive.org/web/20091219185005/http://designmuseum.org/design/zaha-hadid,
341,2,v1-PROMPT-EXPLORE,6,0.89,18341,web.archive.org,Web & UI,Robin + Lucienne Day / Designing Modern Britain - Design Museum : - Design/Designer Inform,https://web.archive.org/web/20100104154019/http://designmuseum.org/design/robin-lucienne-day,
342,2,v1-PROMPT-EXPLORE,6,0.89,18341,web.archive.org,Web & UI,Robin + Lucienne Day / Designing Modern Britain - Design Museum : - Design/Designer Inform,https://web.archive.org/web/20091221074908/http://www.designmuseum.org/design/robin-lucienne-day,
343,2,v1-PROMPT-EXPLORE,6,0.89,18341,web.archive.org,Web & UI,Robin + Lucienne Day / Designing Modern Britain - Design Museum : - Design/Designer Inform,https://web.archive.org/web/20091221073948/http://designmuseum.org/design/robin-lucienne-day,
344,2,v1-PROMPT-EXPLORE,6,0.89,18266,web.archive.org,Web & UI,Jonathan Ive / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091221073948/http://designmuseum.org/design/jonathan-ive,
345,2,v1-PROMPT-EXPLORE,6,0.89,18266,web.archive.org,Web & UI,Jonathan Ive / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091221075742/http://designmuseum.org/design/jonathan-ive,
346,2,v1-PROMPT-EXPLORE,6,0.89,18266,web.archive.org,Web & UI,Jonathan Ive / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091221102303/http://designmuseum.org/design/jonathan-ive,
